date,bucket_label,bucket_low,bucket_high,model_prob,market_price,actual_outcome,bid_price,ask_price,volume
2022-01-01,20-24 F,20,24,0.01530930193750341,0.05504643417840203,0,0.030429166726839613,0.07966370162996445,12
2022-01-01,25-29 F,25,29,0.2560965835451466,0.24503543945145181,0,0.2264378540400805,0.26363302486282314,20
2022-01-01,30-34 F,30,34,0.5556012004109034,0.6819382256514948,1,0.6708282556617673,0.6930481956412222,64
2022-01-02,20-24 F,20,24,0.06918824069713261,0.1305830190293653,0,0.10731272504679362,0.153853313011937,7
2022-01-02,25-29 F,25,29,0.3497994765187995,0.3691564582440822,0,0.3529014451570522,0.38541147133111225,34
2022-01-02,30-34 F,30,34,0.43441222317178585,0.281349803599162,1,0.26721010917845667,0.29548949801986735,46
2022-01-03,20-24 F,20,24,0.006719773348983084,0.01,0,0.01,0.03483200566627542,10
2022-01-03,25-29 F,25,29,0.20194419116688384,0.08895989506006051,1,0.0690084998392326,0.10891129028088842,16
2022-01-03,30-34 F,30,34,0.5933602469784365,0.5498096290164218,0,0.5396436351908828,0.5599756228419609,62
2022-01-04,25-29 F,25,29,0.13006952431745036,0.13894333149423965,0,0.1171950696021759,0.1606915933863034,11
2022-01-04,30-34 F,30,34,0.4308504138315581,0.38271388485320634,0,0.3684851451989953,0.3969426245074174,34
2022-01-04,35-39 F,35,39,0.354140736906865,0.50232299166758,1,0.4861765100902516,0.5184694732449083,31
2022-01-05,20-24 F,20,24,0.026328425661971168,0.0430375132623516,0,0.018695723903900875,0.06737930262080233,10
2022-01-05,25-29 F,25,29,0.3586929601542277,0.20191935024384564,0,0.18588667424770133,0.21795202623998994,26
2022-01-05,30-34 F,30,34,0.5264838411247499,0.5172319785336906,1,0.5053940745618094,0.5290698825055719,50
2022-01-06,20-24 F,20,24,0.05908935752468788,0.03500106187754477,0,0.011478295815661968,0.05852382793942758,13
2022-01-06,25-29 F,25,29,0.3368138275746259,0.3643032907401028,0,0.34772363642946846,0.38088294505073717,39
2022-01-06,30-34 F,30,34,0.44956236070592925,0.3085191482769105,0,0.29475820729455876,0.32228008925926227,49
2022-01-07,25-29 F,25,29,0.08610632211442074,0.01896892025660965,1,0.01,0.041816262203749135,14
2022-01-07,30-34 F,30,34,0.4390039780448004,0.41426698797670325,0,0.40024208742782325,0.42829188852558325,40
2022-01-07,35-39 F,35,39,0.4035979629536597,0.3150911650331774,0,0.3001811141070189,0.3300012159593359,45
2022-01-08,25-29 F,25,29,0.18792776272111267,0.092231232794659,1,0.07192942686268682,0.11253303872663119,25
2022-01-08,30-34 F,30,34,0.46140118632419175,0.49033206832800247,0,0.47686709798610727,0.5037970386698977,52
2022-01-08,35-39 F,35,39,0.28569135557484804,0.23408177520643808,0,0.21622405909580927,0.2519394913170669,33
2022-01-09,20-24 F,20,24,0.026841246453266968,0.01,0,0.01,0.034328968838668324,8
2022-01-09,25-29 F,25,29,0.35518064943159855,0.4209328497816165,0,0.40481236601740644,0.43705333354582654,45
2022-01-09,30-34 F,30,34,0.5255295726852891,0.6437610962646104,1,0.6318993355817426,0.6556228569474782,46
2022-01-10,25-29 F,25,29,0.18096953000302043,0.13950791254112865,0,0.11903215079120416,0.15998367429105315,15
2022-01-10,30-34 F,30,34,0.5122529307460264,0.5854851001621924,1,0.573291423430843,0.5976787768935417,58
2022-01-10,35-39 F,35,39,0.2694519285420319,0.29575201731480666,0,0.27748831552835745,0.31401571910125586,35
2022-01-11,20-24 F,20,24,0.05600341337607359,0.01,0,0.01,0.03359991466559816,7
2022-01-11,25-29 F,25,29,0.32025019552469414,0.2940372237968727,0,0.27704347868499,0.31103096890875537,31
2022-01-11,30-34 F,30,34,0.4504754628901221,0.4230583015679805,1,0.4093201881402336,0.43679641499572747,59
2022-01-12,20-24 F,20,24,0.034459005450076095,0.01,0,0.01,0.0341385248637481,10
2022-01-12,25-29 F,25,29,0.3125621269885931,0.33316615824641427,0,0.3159802114211291,0.35035210507169945,46
2022-01-12,30-34 F,30,34,0.5002688546010374,0.49431318133974406,1,0.48181990270477,0.5068064599747181,50
2022-01-13,20-24 F,20,24,0.0139720197640663,0.018790436559348415,0,0.01,0.04344113606524676,3
2022-01-13,25-29 F,25,29,0.1932535000145938,0.39031286901341666,0,0.3701442065137815,0.41048153151305183,26
2022-01-13,30-34 F,30,34,0.5055981415584768,0.5028211999820573,1,0.49046115352101927,0.5151812464430954,54
2022-01-14,20-24 F,20,24,0.1421390312938808,0.048644788284318244,0,0.027198264066665263,0.07009131250197123,11
2022-01-14,25-29 F,25,29,0.4745787572084643,0.5868023020833523,1,0.5736667710135639,0.5999378331531406,50
2022-01-14,30-34 F,30,34,0.3275298409600559,0.2153817559366734,0,0.1985700019606748,0.232193509912672,30
2022-01-15,20-24 F,20,24,0.09935941771236029,0.10733152691937159,0,0.0848155123621806,0.12984754147656258,12
2022-01-15,25-29 F,25,29,0.469120313591678,0.42884226126238206,1,0.415570269102174,0.44211425342259014,47
2022-01-15,30-34 F,30,34,0.37646813093931486,0.29148383384122645,0,0.2758955371147093,0.3070721305677436,41
2022-01-16,20-24 F,20,24,0.028330203813464214,0.06621759826427874,0,0.041925853359615343,0.09050934316894213,16
2022-01-16,25-29 F,25,29,0.27283666361320064,0.21017640022630169,1,0.1919973168166317,0.22835548363597166,23
2022-01-16,30-34 F,30,34,0.5030816469690463,0.4773167256725923,0,0.4648937668468185,0.48973968449836613,58
2022-01-17,20-24 F,20,24,0.041557372041509694,0.01,0,0.01,0.03396106569896226,15
2022-01-17,25-29 F,25,29,0.3290768680893668,0.34384757677195116,0,0.32707449847418535,0.36062065506971697,30
2022-01-17,30-34 F,30,34,0.48551462830243663,0.5272699535517884,1,0.5144078192593493,0.5401320878442275,58
2022-01-18,25-29 F,25,29,0.1406501345853013,0.16440890844395617,0,0.1429251618085887,0.18589265507932365,16
2022-01-18,30-34 F,30,34,0.4475112030060153,0.4709570008699098,1,0.4571447809450602,0.4847692207947594,46
2022-01-18,35-39 F,35,39,0.33863325639328645,0.28148514295117705,0,0.26495097436100923,0.29801931154134487,36
2022-01-19,20-24 F,20,24,0.012870526185550736,0.01,0,0.01,0.034678236845361234,8
2022-01-19,25-29 F,25,29,0.2657892058263905,0.32875597412578667,0,0.31040070427144645,0.3471112439801269,29
2022-01-19,30-34 F,30,34,0.5756028914355322,0.6413677042350914,1,0.6307577765209796,0.6519776319492031,45
2022-01-20,20-24 F,20,24,0.0335672758025145,0.1853107144148303,0,0.16114989630989315,0.20947153251976744,8
2022-01-20,25-29 F,25,29,0.34757063043409986,0.34140249368097153,0,0.325091759441824,0.35771322792011906,43
2022-01-20,30-34 F,30,34,0.5076999686620038,0.5349921266473353,0,0.5226846258638854,0.5472996274307852,57
2022-01-21,25-29 F,25,29,0.03777048384177838,0.01659793718274189,0,0.01,0.040653675086697434,7
2022-01-21,30-34 F,30,34,0.27069669412444985,0.48831022745161934,1,0.4700776448047306,0.5065428100985081,23
2022-01-21,35-39 F,35,39,0.4693507549777596,0.3836793551328706,0,0.3704131240073146,0.39694558625842663,58
2022-01-22,25-29 F,25,29,0.1523195997790112,0.19091739299846602,0,0.1697253829929413,0.21210940300399075,13
2022-01-22,30-34 F,30,34,0.45669681125730827,0.4209756150919466,0,0.4073930353733793,0.4345581948105139,38
2022-01-22,35-39 F,35,39,0.3235744587124848,0.3920863622583626,1,0.3751757237261747,0.40899700079055046,43
2022-01-23,25-29 F,25,29,0.08795352040047878,0.017244925504388137,1,0.01,0.04004608749437617,6
2022-01-23,30-34 F,30,34,0.4531871596207297,0.4654851680963719,0,0.4518148470868902,0.47915548910585365,54
2022-01-23,35-39 F,35,39,0.39643529480703565,0.48307939426105784,0,0.4679902766312337,0.49816851189088196,37
2022-01-24,20-24 F,20,24,0.028323465318457315,0.11262762948124955,1,0.08833571611421098,0.1369195428482881,10
2022-01-24,25-29 F,25,29,0.2737698863220389,0.3194411271774923,0,0.30128537433554325,0.3375968800194413,31
2022-01-24,30-34 F,30,34,0.5036656404045096,0.5945108916189574,0,0.5821025326290702,0.6069192506088447,61
2022-01-25,25-29 F,25,29,0.11518816243428068,0.05336214527127493,1,0.03124184933213195,0.07548244121041792,12
2022-01-25,30-34 F,30,34,0.5158019824148637,0.49685649387566305,0,0.48475154343603466,0.5089614443152914,51
2022-01-25,35-39 F,35,39,0.334816758678103,0.3897175739080641,0,0.3730879928750167,0.4063471549411115,16
2022-01-26,25-29 F,25,29,0.04363394760665397,0.01,0,0.01,0.03390915130983365,13
2022-01-26,30-34 F,30,34,0.4017705839075349,0.4069129854351719,1,0.3919572500328603,0.4218687208374835,46
2022-01-26,35-39 F,35,39,0.4780464174093904,0.3918268351750459,0,0.3787779956102807,0.4048756747398111,50
2022-01-27,25-29 F,25,29,0.1712863459014193,0.1749320930937244,0,0.15421425174125988,0.19564993444618892,18
2022-01-27,30-34 F,30,34,0.5214718544423743,0.46934382663390894,1,0.4573806229949683,0.4813070302728496,52
2022-01-27,35-39 F,35,39,0.2738178739512164,0.22087495676974533,0,0.20272040361852575,0.23902950992096492,26
2022-01-28,25-29 F,25,29,0.026386791345374003,0.09458145812907191,0,0.07024112791270626,0.11892178834543757,9
2022-01-28,30-34 F,30,34,0.3030256846674217,0.2650300597745452,0,0.24760570189123074,0.28245441765785967,31
2022-01-28,35-39 F,35,39,0.5235025339483429,0.47123619534244593,1,0.4593237586911545,0.48314863199373737,56
2022-01-29,25-29 F,25,29,0.08746683076374814,0.2572393265247588,0,0.2344259972938525,0.28005265575566507,9
2022-01-29,30-34 F,30,34,0.43260467957351945,0.5152019004176112,1,0.5010170174069491,0.5293867834282732,40
2022-01-29,35-39 F,35,39,0.4037339153839681,0.43923946963566635,0,0.4243328175202655,0.45414612175106717,40
2022-01-30,25-29 F,25,29,0.032192392662086386,0.09416311693643334,0,0.0699679267529855,0.11835830711988118,10
2022-01-30,30-34 F,30,34,0.37995967485595694,0.35975422274450414,0,0.3442532146159031,0.3752552308731052,36
2022-01-30,35-39 F,35,39,0.5073134915165644,0.4074908369593764,1,0.3951736742472905,0.41980799967146226,54
2022-01-31,25-29 F,25,29,0.08493947320815944,0.20024133633344868,0,0.17736482316365265,0.2231178495032447,10
2022-01-31,30-34 F,30,34,0.3764370313263489,0.2615680592319938,0,0.2459789850151525,0.2771571334488351,41
2022-01-31,35-39 F,35,39,0.41353747138259633,0.4294622470284739,1,0.4148006838130388,0.444123810243909,54
2022-02-01,30-34 F,30,34,0.07854319955059354,0.030525849377889963,0,0.01,0.05356226938912513,9
2022-02-01,35-39 F,35,39,0.3644198294113562,0.5350624993838575,0,0.5191729951191414,0.5509520036485737,49
2022-02-01,40-44 F,40,44,0.4218323729478599,0.26566534898605976,1,0.25121115830975627,0.28011953966236325,36
2022-02-02,25-29 F,25,29,0.027109305115132702,0.049588654533935315,0,0.02526638716181363,0.073910921906057,4
2022-02-02,30-34 F,30,34,0.2585600927910303,0.20874413120538282,1,0.19020813352515858,0.22728012888560706,32
2022-02-02,35-39 F,35,39,0.4983047731384369,0.4511555925829,0,0.43861321191136093,0.46369797325443907,40
2022-02-03,25-29 F,25,29,0.06539727053152548,0.13336543829320746,0,0.1100003700564956,0.15673050652991932,8
2022-02-03,30-34 F,30,34,0.39972908248503536,0.4595125708948963,1,0.44450579795702216,0.4745193438327704,37
2022-02-03,35-39 F,35,39,0.44147661155306006,0.4903062327877373,0,0.47634314807656375,0.5042693174989108,41
2022-02-04,30-34 F,30,34,0.09181687727941584,0.07440238102123822,0,0.05169780295322362,0.09710695908925282,12
2022-02-04,35-39 F,35,39,0.4832465623647332,0.5711487105237084,1,0.5582298745828267,0.5840675464645901,38
2022-02-04,40-44 F,40,44,0.3785856064485643,0.48302391102091063,0,0.46748855118212473,0.49855927085969654,34
2022-02-05,25-29 F,25,29,0.0692256998925787,0.07090600722319941,0,0.047636649720513874,0.09417536472588495,9
2022-02-05,30-34 F,30,34,0.3683931995355046,0.39432650773457995,0,0.3785363377229676,0.4101166777461923,50
2022-02-05,35-39 F,35,39,0.43679209650450457,0.4263806521550898,1,0.4123004545677024,0.4404608497424772,46
2022-02-06,30-34 F,30,34,0.1461239101244722,0.06564251960449605,0,0.044295617357607855,0.08698942185138424,17
2022-02-06,35-39 F,35,39,0.4787005795230161,0.3815654904999975,1,0.3685330049880729,0.3945979760119221,54
2022-02-06,40-44 F,40,44,0.3216326565122428,0.32065291468448964,0,0.3036937310972957,0.3376120982716836,20
2022-02-07,25-29 F,25,29,0.06675178173019508,0.01,0,0.01,0.033331205456745124,9
2022-02-07,30-34 F,30,34,0.467517674574048,0.4014778988306471,1,0.3881658406949983,0.4147899569662959,38
