date,ticker,bucket,threshold_low,threshold_high,direction,market_prob,actual_outcome,bid_price,ask_price,volume,actual_tmax
2023-01-01,KXHIGHNY-23JAN01-B25,Below 25F,,25.0,below,0.02,0,0.01,0.04682607649783728,58,43.018784453606706
2023-01-01,KXHIGHNY-23JAN01-T25to34,25-34F,25.0,35.0,between,0.19813681489254867,0,0.16887647401013936,0.22739715577495798,118,43.018784453606706
2023-01-01,KXHIGHNY-23JAN01-T35to44,35-44F,35.0,45.0,between,0.739856666365336,1,0.7113443407752247,0.7683689919554473,162,43.018784453606706
2023-01-01,KXHIGHNY-23JAN01-T45to54,45-54F,45.0,55.0,between,0.02,0,0.01,0.046023163163527045,87,43.018784453606706
2023-01-01,KXHIGHNY-23JAN01-T55to64,55-64F,55.0,65.0,between,0.02,0,0.01,0.04587899277313211,50,43.018784453606706
2023-01-01,KXHIGHNY-23JAN01-T65to74,65-74F,65.0,75.0,between,0.04954413049694768,0,0.021730281107856027,0.07735797988603935,50,43.018784453606706
2023-01-01,KXHIGHNY-23JAN01-A75,Above 75F,75.0,,above,0.03224905294739157,0,0.01,0.0647167026808618,54,43.018784453606706
2023-01-02,KXHIGHNY-23JAN02-B25,Below 25F,,25.0,below,0.02,0,0.01,0.047986246039769705,69,40.66530236268055
2023-01-02,KXHIGHNY-23JAN02-T25to34,25-34F,25.0,35.0,between,0.4850231395479736,0,0.45696216171841897,0.5130841173775282,191,40.66530236268055
2023-01-02,KXHIGHNY-23JAN02-T35to44,35-44F,35.0,45.0,between,0.3751881198469256,1,0.3527702959647306,0.39760594372912067,225,40.66530236268055
2023-01-02,KXHIGHNY-23JAN02-T45to54,45-54F,45.0,55.0,between,0.02,0,0.01,0.05247289967148029,48,40.66530236268055
2023-01-02,KXHIGHNY-23JAN02-T55to64,55-64F,55.0,65.0,between,0.22315253044180225,0,0.19346417310879127,0.2528408877748132,52,40.66530236268055
2023-01-02,KXHIGHNY-23JAN02-T65to74,65-74F,65.0,75.0,between,0.02,0,0.01,0.05347530201619935,45,40.66530236268055
2023-01-02,KXHIGHNY-23JAN02-A75,Above 75F,75.0,,above,0.02,0,0.01,0.04901912071817018,59,40.66530236268055
2023-01-03,KXHIGHNY-23JAN03-B25,Below 25F,,25.0,below,0.026637463480333717,0,0.01,0.05810897034899326,53,44.34898300781338
2023-01-03,KXHIGHNY-23JAN03-T25to34,25-34F,25.0,35.0,between,0.0351298885221875,0,0.01,0.060601232722197224,48,44.34898300781338
2023-01-03,KXHIGHNY-23JAN03-T35to44,35-44F,35.0,45.0,between,0.19590956597716383,1,0.17648969721289157,0.2153294347414361,187,44.34898300781338
2023-01-03,KXHIGHNY-23JAN03-T45to54,45-54F,45.0,55.0,between,0.5745375987129682,0,0.5525516132210643,0.5965235842048721,203,44.34898300781338
2023-01-03,KXHIGHNY-23JAN03-T55to64,55-64F,55.0,65.0,between,0.11463313640188175,0,0.08098837862076985,0.14827789418299364,65,44.34898300781338
2023-01-03,KXHIGHNY-23JAN03-T65to74,65-74F,65.0,75.0,between,0.02,0,0.01,0.05036996959103865,57,44.34898300781338
2023-01-03,KXHIGHNY-23JAN03-A75,Above 75F,75.0,,above,0.02,0,0.01,0.04534922298206892,47,44.34898300781338
2023-01-04,KXHIGHNY-23JAN04-B25,Below 25F,,25.0,below,0.02,0,0.01,0.04595015964066475,52,52.864999621485
2023-01-04,KXHIGHNY-23JAN04-T25to34,25-34F,25.0,35.0,between,0.03424917289157826,0,0.01,0.06379133432970945,64,52.864999621485
2023-01-04,KXHIGHNY-23JAN04-T35to44,35-44F,35.0,45.0,between,0.08206044756590583,0,0.04912583639470937,0.1149950587371023,46,52.864999621485
2023-01-04,KXHIGHNY-23JAN04-T45to54,45-54F,45.0,55.0,between,0.3835258450209307,1,0.35374829577677025,0.4133033942650911,200,52.864999621485
2023-01-04,KXHIGHNY-23JAN04-T55to64,55-64F,55.0,65.0,between,0.6533432606102829,0,0.6294271774917112,0.6772593437288547,206,52.864999621485
2023-01-04,KXHIGHNY-23JAN04-T65to74,65-74F,65.0,75.0,between,0.055118718593286174,0,0.030766022214123705,0.07947141497244864,83,52.864999621485
2023-01-04,KXHIGHNY-23JAN04-A75,Above 75F,75.0,,above,0.11292564555655604,0,0.08565091150659651,0.14020037960651557,56,52.864999621485
2023-01-05,KXHIGHNY-23JAN05-B25,Below 25F,,25.0,below,0.02,0,0.01,0.05355140471149179,44,46.90723739429111
2023-01-05,KXHIGHNY-23JAN05-T25to34,25-34F,25.0,35.0,between,0.02,0,0.01,0.05357795758908912,44,46.90723739429111
2023-01-05,KXHIGHNY-23JAN05-T35to44,35-44F,35.0,45.0,between,0.02,0,0.01,0.05249650360492489,56,46.90723739429111
2023-01-05,KXHIGHNY-23JAN05-T45to54,45-54F,45.0,55.0,between,0.9043517021124494,1,0.8734648146510774,0.9352385895738214,132,46.90723739429111
2023-01-05,KXHIGHNY-23JAN05-T55to64,55-64F,55.0,65.0,between,0.12384871977674654,0,0.09794317998064112,0.14975425957285196,96,46.90723739429111
2023-01-05,KXHIGHNY-23JAN05-T65to74,65-74F,65.0,75.0,between,0.09701243699066103,0,0.06804216313492234,0.12598271084639973,47,46.90723739429111
2023-01-05,KXHIGHNY-23JAN05-A75,Above 75F,75.0,,above,0.02,0,0.01,0.04866421047012813,67,46.90723739429111
2023-01-06,KXHIGHNY-23JAN06-B25,Below 25F,,25.0,below,0.02,0,0.01,0.049108338641022806,58,42.73691519701748
2023-01-06,KXHIGHNY-23JAN06-T25to34,25-34F,25.0,35.0,between,0.24660837699316018,0,0.21604471871308326,0.2771720352732371,139,42.73691519701748
2023-01-06,KXHIGHNY-23JAN06-T35to44,35-44F,35.0,45.0,between,0.5787772869366375,1,0.5487076990125338,0.6088468748607413,154,42.73691519701748
2023-01-06,KXHIGHNY-23JAN06-T45to54,45-54F,45.0,55.0,between,0.02,0,0.01,0.04808288007312936,58,42.73691519701748
2023-01-06,KXHIGHNY-23JAN06-T55to64,55-64F,55.0,65.0,between,0.02,0,0.01,0.047799616648972504,54,42.73691519701748
2023-01-06,KXHIGHNY-23JAN06-T65to74,65-74F,65.0,75.0,between,0.02,0,0.01,0.04584566986082475,54,42.73691519701748
2023-01-06,KXHIGHNY-23JAN06-A75,Above 75F,75.0,,above,0.07712445749403382,0,0.046099383323238964,0.10814953166482869,48,42.73691519701748
2023-01-07,KXHIGHNY-23JAN07-B25,Below 25F,,25.0,below,0.02,0,0.01,0.05080085871109402,56,52.11764116549887
2023-01-07,KXHIGHNY-23JAN07-T25to34,25-34F,25.0,35.0,between,0.02,0,0.01,0.047456015391796086,51,52.11764116549887
