date,bucket_label,direction,model_prob,market_prob,entry_price,ev,kelly_frac,n_contracts,cost,outcome,won,pnl,bankroll_after
2025-01-04,Below -10,YES,0.3565571350108949,0.17672624936376682,0.21258814941466547,0.11900998614546676,0.04147198922361223,10,2.125881494146655,0,0,-2.125881494146655,997.8741185058533
2025-01-04,20-22,NO,0.019581243919836955,0.16678188806843933,0.8698755608860855,0.04191388226846604,0.17427972254782348,10,8.698755608860855,0,1,0.6012443911391436,998.4753628969925
2025-01-04,86-88,NO,0.0015077123566872297,0.1382148130582387,0.9007280018971022,0.027869825611178567,0.23802462607104774,10,9.007280018971022,0,1,0.2927199810289771,998.7680828780215
2025-01-05,Below -10,YES,0.2892208948125534,0.1930181738518969,0.22757671994374515,0.04139871223192951,0.014734246930360146,10,2.2757671994374515,0,0,-2.2757671994374515,996.492315678584
2025-01-05,4-6,NO,0.03282566963307276,0.16084935735010283,0.876282694061889,0.02318943317935329,0.10792347444820864,10,8.76282694061889,0,1,0.537173059381109,997.029488737965
2025-01-05,62-64,NO,0.0016206574074117963,0.17356143349921274,0.8625536518208503,0.06593913679025665,0.24441329505012807,10,8.625536518208502,0,1,0.6744634817914967,997.7039522197565
2025-01-05,76-78,NO,0.00033295126617971516,0.16163520778752402,0.875433975589474,0.05425637973297881,0.24858133022841497,10,8.75433975589474,0,1,0.5456602441052585,998.2496124638618
2025-01-06,Below -10,YES,0.37418047787354614,0.10182465278104003,0.14367868055855681,0.20430916386384107,0.0649572759927743,10,1.4367868055855681,0,0,-1.4367868055855681,996.8128256582762
2025-01-06,104-106,NO,0.0012575293585321834,0.14091312346989604,0.8978138266525123,0.0310166710440527,0.2409161125585762,10,8.978138266525123,0,1,0.3218617334748757,997.1346873917511
2025-01-07,Below -10,YES,0.382136621478929,0.20109093711445658,0.23500366214530005,0.12038339583010393,0.04330360797356892,10,2.3500366214530004,0,0,-2.3500366214530004,994.7846507702981
2025-01-08,Below -10,YES,0.2292571204459639,0.08248512076330385,0.12588631110223955,0.08732281091250688,0.027148776385154165,10,1.2588631110223956,0,0,-1.2588631110223956,993.5257876592757
2025-01-08,62-64,NO,0.00016214704979378158,0.14017096715304617,0.8986153554747102,0.031233847768981526,0.24879880146335012,10,8.986153554747101,0,1,0.3138464452528975,993.8396341045286
2025-01-09,Below -10,YES,0.18227263874451272,0.01,0.0592,0.11031355403239682,0.0316701751356215,10,0.5920000000000001,0,0,-0.5920000000000001,993.2476341045286
2025-01-10,Below -10,YES,0.24459600538639953,0.01,0.0592,0.16827428500935154,0.04831025637613445,10,0.5920000000000001,0,0,-0.5920000000000001,992.6556341045286
2025-01-10,42-44,NO,0.004301768832826847,0.13693019467901557,0.9021153897466632,0.02388396523880776,0.2141321415452612,10,9.021153897466633,0,1,0.2788461025333664,992.934480207062
2025-01-11,Below -10,YES,0.31569217216617496,0.01,0.0592,0.2343937201145427,0.06729263898557152,10,0.5920000000000001,0,0,-0.5920000000000001,992.3424802070621
2025-01-11,58-60,NO,0.003399981918776107,0.13982780785073706,0.898985967521204,0.027852049294334158,0.2245116731706559,10,8.98985967521204,0,1,0.31014032478795883,992.6526205318501
2025-01-12,Below -10,YES,0.30947525392966035,0.01,0.0592,0.22861198615458408,0.06563274751796742,10,0.5920000000000001,0,0,-0.5920000000000001,992.0606205318501
2025-01-13,Below -10,YES,0.19392312614069568,0.012836884917155008,0.061809934123782606,0.11853857318706437,0.034133819841462305,10,0.6180993412378261,0,0,-0.6180993412378261,991.4425211906123
2025-01-13,2-4,NO,0.054735859050496105,0.2017589925944685,0.832100287997974,0.04699536308506469,0.12000894109906092,10,8.32100287997974,0,1,0.9789971200202583,992.4215183106326
2025-01-13,44-46,NO,0.0007894124717294781,0.1398565977942703,0.8989548743821881,0.030310972019103377,0.24408801233608793,10,8.989548743821882,0,1,0.3104512561781174,992.7319695668107
2025-01-13,50-52,NO,0.00021864486208911238,0.14466106999845532,0.8937660444016683,0.036030615876588734,0.2485970361337513,10,8.937660444016682,0,1,0.3623395559833167,993.094309122794
2025-01-13,68-70,NO,0.0001,0.13048863160099905,0.909072277870921,0.020834722129078886,0.24888903341431068,10,9.09072277870921,0,1,0.20927722129078852,993.3035863440848
2025-01-14,Below -10,YES,0.19186169551207666,0.08503735967644585,0.1282343709023302,0.050197005923901084,0.01565201977428063,10,1.2823437090233019,0,0,-1.2823437090233019,992.0212426350615
2025-01-14,16-18,NO,0.03504011154606035,0.19154954200385763,0.8431264946358338,0.05428620162633002,0.15622197296738236,10,8.431264946358338,0,1,0.8687350536416609,992.8899776887032
2025-01-14,42-44,NO,0.001862531886499319,0.15517615725344708,0.8824097501662771,0.045858095179278524,0.2409006852217818,10,8.82409750166277,0,1,0.47590249833722886,993.3658801870404
2025-01-15,Below -10,YES,0.27203700284494914,0.15120530326783127,0.18910887900640477,0.06388553363939792,0.021556991246474314,10,1.8910887900640478,0,0,-1.8910887900640478,991.4747913969763
2025-01-15,26-28,NO,0.020870757105399207,0.1743894931400063,0.8616593474087932,0.04893084848318541,0.17899612685832508,10,8.616593474087932,0,1,0.6834065259120674,992.1581979228885
