date,bucket_label,bucket_low,bucket_high,true_prob,market_prob,model_prob,bid_price,ask_price,volume,actual_outcome,direction,threshold_low,threshold_high
2023-01-01,Below 20,,20.0,2.4843381957943784e-08,0.01,0.001,0.01,0.0592,4,0,below,,20.0
2023-01-01,20-29,20.0,30.0,0.00043214157709454233,0.017174619109102802,0.001,0.01,0.06580064958037458,4,0,between,20.0,30.0
2023-01-01,30-39,30.0,40.0,0.11266422050027092,0.1732951375886625,0.15326286763263994,0.1371587485957555,0.2094315265815695,48,0,between,30.0,40.0
2023-01-01,40-49,40.0,50.0,0.7057235672007925,0.7202413034947546,0.7683527767202045,0.6926219992151742,0.7478606077743349,349,1,between,40.0,50.0
2023-01-01,50-59,50.0,60.0,0.17996526461819795,0.06516844993873008,0.07805757452666096,0.020381925933828482,0.10995497394363168,93,0,between,50.0,60.0
2023-01-01,60-69,60.0,70.0,0.0012146531392832616,0.01,0.001,0.01,0.0592,5,0,between,60.0,70.0
2023-01-01,70-79,70.0,80.0,1.2812080452118124e-07,0.01,0.001,0.01,0.0592,3,0,between,70.0,80.0
2023-01-01,80-89,80.0,90.0,1.7430501486614958e-13,0.01,0.001,0.01,0.0592,4,0,between,80.0,90.0
2023-01-01,90-99,90.0,100.0,0.0,0.01,0.001,0.01,0.0592,6,0,between,90.0,100.0
2023-01-01,Above 100,100.0,,0.0,0.04430799479972462,0.001,0.01,0.09076335521574666,2,0,above,100.0,
2023-01-02,Below 20,,20.0,0.0018586631425184773,0.01,0.001,0.01,0.0592,5,0,below,,20.0
2023-01-02,20-29,20.0,30.0,0.27808974270418285,0.18309208989196962,0.2334916778028462,0.1477394570833272,0.21844472270061205,150,0,between,20.0,30.0
2023-01-02,30-39,30.0,40.0,0.6787001160386733,0.7136274837214557,0.7399520805038129,0.6865372850237392,0.7407176824191721,352,1,between,30.0,40.0
2023-01-02,40-49,40.0,50.0,0.04132624122305073,0.09459114879865216,0.02620752172505625,0.05215844070254433,0.13702385689476,12,0,between,40.0,50.0
2023-01-02,50-59,50.0,60.0,2.523679806021306e-05,0.01,0.001,0.01,0.0592,2,0,between,50.0,60.0
2023-01-02,60-69,60.0,70.0,9.351441843108432e-11,0.06597881864060363,0.001,0.02125712413185192,0.11070051314935535,8,0,between,60.0,70.0
2023-01-02,70-79,70.0,80.0,0.0,0.20233777521760038,0.001,0.1685247972350084,0.23615075320019235,2,0,between,70.0,80.0
2023-01-02,80-89,80.0,90.0,0.0,0.01,0.001,0.01,0.0592,2,0,between,80.0,90.0
2023-01-02,90-99,90.0,100.0,0.0,0.05421194943755054,0.001,0.01,0.0998749934825465,4,0,between,90.0,100.0
2023-01-02,Above 100,100.0,,0.0,0.01,0.001,0.01,0.0592,7,0,above,100.0,
2023-01-03,Below 20,,20.0,1.139552521324663e-12,0.0581186994331129,0.001,0.01276819538776193,0.10346920347846388,4,0,below,,20.0
2023-01-03,20-29,20.0,30.0,1.7020822404299013e-06,0.07642571929061379,0.001,0.03253977683386289,0.12031166174736468,1,0,between,20.0,30.0
2023-01-03,30-39,30.0,40.0,0.011501079035968694,0.01,0.0015048621279223611,0.01,0.0592,4,0,between,30.0,40.0
2023-01-03,40-49,40.0,50.0,0.5275743589414568,0.5178972162414962,0.40382588240800166,0.5064654389421765,0.5293289935408159,265,1,between,40.0,50.0
2023-01-03,50-59,50.0,60.0,0.45415889950464694,0.4784019509135192,0.5882387669116276,0.4666741069866008,0.49012979484043767,221,0,between,50.0,60.0
2023-01-03,60-69,60.0,70.0,0.006763314535447429,0.01,0.006430390319259294,0.01,0.0592,2,0,between,60.0,70.0
2023-01-03,70-79,70.0,80.0,6.458988254243181e-07,0.01,0.001,0.01,0.0592,3,0,between,70.0,80.0
2023-01-03,80-89,80.0,90.0,2.7478019859472624e-13,0.01,0.001,0.01,0.0592,7,0,between,80.0,90.0
2023-01-03,90-99,90.0,100.0,0.0,0.01,0.001,0.01,0.0592,5,0,between,90.0,100.0
2023-01-03,Above 100,100.0,,0.0,0.10239629722070771,0.001,0.060588000998364325,0.1442045934430511,2,0,above,100.0,
2023-01-04,Below 20,,20.0,8.238065142334149e-07,0.01,0.001,0.01,0.0592,5,0,below,,20.0
2023-01-04,20-29,20.0,30.0,0.006555217504282504,0.0349707633423934,0.023130347444011386,0.01,0.08217310227500194,8,0,between,20.0,30.0
2023-01-04,30-39,30.0,40.0,0.4263515660466847,0.33994907918565687,0.7240082058852603,0.3171450055205094,0.36275315285080434,207,1,between,30.0,40.0
2023-01-04,40-49,40.0,50.0,0.5510261130246207,0.6224697483914391,0.25241613632540816,0.602672168520124,0.6422673282627542,300,0,between,40.0,50.0
2023-01-04,50-59,50.0,60.0,0.016062075010643717,0.053120525741312416,0.001,0.01,0.09887088368200742,4,0,between,50.0,60.0
2023-01-04,60-69,60.0,70.0,4.204600644874823e-06,0.07302845241945148,0.001,0.0288707286130076,0.11718617622589536,2,0,between,60.0,70.0
2023-01-04,70-79,70.0,80.0,6.609268687896019e-12,0.010489980726097548,0.001,0.01,0.059650782268009746,5,0,between,70.0,80.0
2023-01-04,80-89,80.0,90.0,0.0,0.01,0.001,0.01,0.0592,6,0,between,80.0,90.0
2023-01-04,90-99,90.0,100.0,0.0,0.01,0.001,0.01,0.0592,8,0,between,90.0,100.0
2023-01-04,Above 100,100.0,,0.0,0.01,0.001,0.01,0.0592,2,0,above,100.0,
2023-01-05,Below 20,,20.0,2.1862973666798793e-05,0.028970207888257913,0.001,0.01,0.07665259125719728,4,0,below,,20.0
2023-01-05,20-29,20.0,30.0,0.031309003600674,0.023861060267774424,0.03238995351851448,0.01,0.07195217544635248,20,0,between,20.0,30.0
2023-01-05,30-39,30.0,40.0,0.6106233121194927,0.655043761196357,0.7294840512270606,0.6326402603006485,0.6774472620920655,299,0,between,30.0,40.0
2023-01-05,40-49,40.0,50.0,0.3532324853460994,0.2976696881934107,0.2375856853723215,0.27148326324888356,0.3238561131379379,179,1,between,40.0,50.0
2023-01-05,50-59,50.0,60.0,0.004812597116188977,0.01,0.001,0.01,0.0592,5,0,between,50.0,60.0
2023-01-05,60-69,60.0,70.0,7.388429134058683e-07,0.06344614937465598,0.001,0.018521841324628453,0.10837045742468351,10,0,between,60.0,70.0
2023-01-05,70-79,70.0,80.0,9.646727860967985e-13,0.01,0.001,0.01,0.0592,7,0,between,70.0,80.0
2023-01-05,80-89,80.0,90.0,0.0,0.01,0.001,0.01,0.0592,4,0,between,80.0,90.0
2023-01-05,90-99,90.0,100.0,0.0,0.01,0.001,0.01,0.0592,3,0,between,90.0,100.0
2023-01-05,Above 100,100.0,,0.0,0.09362280846797275,0.001,0.05111263314541056,0.13613298379053493,3,0,above,100.0,
2023-01-06,Below 20,,20.0,1.270743597860904e-10,0.1433421575706221,0.001,0.10480953017627187,0.18187478496497234,8,0,below,,20.0
2023-01-06,20-29,20.0,30.0,3.266333163669587e-05,0.11063748883086869,0.001,0.06948848793733817,0.1517864897243992,4,0,between,20.0,30.0
2023-01-06,30-39,30.0,40.0,0.04832956830103103,0.02827474283200897,0.15693827575587924,0.01,0.07601276340544826,20,0,between,30.0,40.0
2023-01-06,40-49,40.0,50.0,0.700464893523623,0.681394079132988,0.7959679042275443,0.656882552802349,0.705905605463627,362,1,between,40.0,50.0
2023-01-06,50-59,50.0,60.0,0.24983424377792918,0.27247201970555374,0.0469742682922667,0.24426978128199803,0.3006742581291094,128,0,between,50.0,60.0
2023-01-06,60-69,60.0,70.0,0.001338582981958103,0.10041964217072749,0.001,0.05845321354438569,0.14238607079706928,3,0,between,60.0,70.0
2023-01-06,70-79,70.0,80.0,4.795673880231277e-08,0.01,0.001,0.01,0.0592,3,0,between,70.0,80.0
2023-01-06,80-89,80.0,90.0,8.881784197001252e-15,0.11232034082834713,0.001,0.0713059680946149,0.15333471356207937,4,0,between,80.0,90.0
2023-01-06,90-99,90.0,100.0,0.0,0.08647639734396692,0.001,0.04339450913148427,0.12955828555644958,4,0,between,90.0,100.0
2023-01-06,Above 100,100.0,,0.0,0.01,0.001,0.01,0.0592,4,0,above,100.0,
2023-01-07,Below 20,,20.0,1.2009055634957581e-05,0.01,0.001,0.01,0.0592,7,0,below,,20.0
2023-01-07,20-29,20.0,30.0,0.022554532142826527,0.039414044206928484,0.2833790538792927,0.01,0.0862609206703742,5,0,between,20.0,30.0
2023-01-07,30-39,30.0,40.0,0.5633331215839297,0.525971150394694,0.6920603070060819,0.5138934583631185,0.5380488424262695,301,1,between,30.0,40.0
2023-01-07,40-49,40.0,50.0,0.40670433317009247,0.3713424477534398,0.023664766398037163,0.35104984357371494,0.3916350519331646,184,0,between,40.0,50.0
2023-01-07,50-59,50.0,60.0,0.007394406430759615,0.05837053225202109,0.001,0.013040174832182776,0.10370088967185939,9,0,between,50.0,60.0
2023-01-07,60-69,60.0,70.0,1.5976137277551317e-06,0.07666149136103324,0.001,0.0327944106699159,0.12052857205215059,7,0,between,60.0,70.0
2023-01-07,70-79,70.0,80.0,3.0290214780848146e-12,0.01,0.001,0.01,0.0592,5,0,between,70.0,80.0
2023-01-07,80-89,80.0,90.0,0.0,0.019449981149306527,0.001,0.01,0.067893982657362,8,0,between,80.0,90.0
2023-01-07,90-99,90.0,100.0,0.0,0.01,0.001,0.01,0.0592,3,0,between,90.0,100.0
2023-01-07,Above 100,100.0,,0.0,0.01,0.001,0.01,0.0592,3,0,above,100.0,
2023-01-08,Below 20,,20.0,8.063133327070691e-05,0.036911111821796176,0.001,0.01,0.08395822287605248,2,0,below,,20.0
2023-01-08,20-29,20.0,30.0,0.05805872928741743,0.1395315765734167,0.16138389092324895,0.10069410269929002,0.17836905044754336,32,0,between,20.0,30.0
2023-01-08,30-39,30.0,40.0,0.6781276446557052,0.5912425841658657,0.7772191145963077,0.5739431774325965,0.608541990899135,332,1,between,30.0,40.0
2023-01-08,40-49,40.0,50.0,0.2614370039895053,0.176989177526912,0.06115908877799281,0.14114831172906497,0.21283004332475905,141,0,between,40.0,50.0
2023-01-08,50-59,50.0,60.0,0.0022957540568178114,0.05375533144893897,0.001,0.01,0.09945490493302386,2,0,between,50.0,60.0
2023-01-08,60-69,60.0,70.0,2.3667705795205052e-07,0.01,0.001,0.01,0.0592,2,0,between,60.0,70.0
2023-01-08,70-79,70.0,80.0,2.255973186038318e-13,0.019363113620510967,0.001,0.01,0.06781406453087009,8,0,between,70.0,80.0
2023-01-08,80-89,80.0,90.0,0.0,0.01,0.001,0.01,0.0592,5,0,between,80.0,90.0
2023-01-08,90-99,90.0,100.0,0.0,0.028417643263653872,0.001,0.01,0.07614423180256157,7,0,between,90.0,100.0
2023-01-08,Above 100,100.0,,0.0,0.01,0.001,0.01,0.0592,6,0,above,100.0,
2023-01-09,Below 20,,20.0,0.05842452825038906,0.0268792269495434,0.001,0.01,0.07472888879357993,30,0,below,,20.0
2023-01-09,20-29,20.0,30.0,0.6690341508124749,0.6895395093591045,0.24545263766423708,0.6643763486103761,0.7147026701078328,324,0,between,20.0,30.0
2023-01-09,30-39,30.0,40.0,0.269810185885591,0.3823804362385442,0.7188864103969566,0.3629708711376277,0.40179000133946063,141,1,between,30.0,40.0
2023-01-09,40-49,40.0,50.0,0.0027307672306272623,0.01,0.03493122230927859,0.01,0.0592,3,0,between,40.0,50.0
2023-01-09,50-59,50.0,60.0,3.678203973622729e-07,0.10988789377165858,0.001,0.06867892527339127,0.1510968622699259,9,0,between,50.0,60.0
2023-01-09,60-69,60.0,70.0,5.204725539442734e-13,0.01,0.001,0.01,0.0592,9,0,between,60.0,70.0
2023-01-09,70-79,70.0,80.0,0.0,0.01,0.001,0.01,0.0592,5,0,between,70.0,80.0
2023-01-09,80-89,80.0,90.0,0.0,0.01,0.001,0.01,0.0592,7,0,between,80.0,90.0
2023-01-09,90-99,90.0,100.0,0.0,0.07666060931391054,0.001,0.03279345805902338,0.1205277605687977,3,0,between,90.0,100.0
2023-01-09,Above 100,100.0,,0.0,0.03872255697510885,0.001,0.01,0.08562475241710016,3,0,above,100.0,
2023-01-10,Below 20,,20.0,0.00013246949603331126,0.06363793870700857,0.001,0.01872897380356925,0.10854690361044789,7,0,below,,20.0
2023-01-10,20-29,20.0,30.0,0.0979992453786153,0.01,0.14164146118835472,0.01,0.0592,49,0,between,20.0,30.0
2023-01-10,30-39,30.0,40.0,0.7579383042014838,0.7809822311378423,0.807333202213312,0.7485036526468148,0.8134608096288697,378,1,between,30.0,40.0
2023-01-10,40-49,40.0,50.0,0.1436144803701792,0.14165279548453363,0.050940240979771234,0.10298501912329633,0.18032057184577094,75,0,between,40.0,50.0
2023-01-10,50-59,50.0,60.0,0.0003154966606511156,0.02231139142646201,0.001,0.01,0.07052648011234505,5,0,between,50.0,60.0
2023-01-10,60-69,60.0,70.0,3.8930371148993e-09,0.01,0.001,0.01,0.0592,2,0,between,60.0,70.0
2023-01-10,70-79,70.0,80.0,2.220446049250313e-16,0.01,0.001,0.01,0.0592,2,0,between,70.0,80.0
2023-01-10,80-89,80.0,90.0,0.0,0.01,0.001,0.01,0.0592,4,0,between,80.0,90.0
2023-01-10,90-99,90.0,100.0,0.0,0.030875339441432358,0.001,0.01,0.07840531228611777,3,0,between,90.0,100.0
2023-01-10,Above 100,100.0,,0.0,0.07227810435454951,0.001,0.028060352702913467,0.11649585600618556,4,0,above,100.0,
2023-01-11,Below 20,,20.0,0.0041320204845061185,0.01,0.001,0.01,0.0592,4,0,below,,20.0
2023-01-11,20-29,20.0,30.0,0.38047778222723055,0.4315619077699603,0.06383886747001524,0.4160868603915571,0.44703695514836345,211,0,between,20.0,30.0
2023-01-11,30-39,30.0,40.0,0.5954166555757181,0.5361405048279256,0.8164750541776714,0.5232492644416916,0.5490317452141596,299,1,between,30.0,40.0
2023-01-11,40-49,40.0,50.0,0.019968178517785984,0.11139542312941449,0.11962103571142557,0.07030705697976763,0.15248378927906134,5,0,between,40.0,50.0
2023-01-11,50-59,50.0,60.0,5.363187350670984e-06,0.01,0.001,0.01,0.0592,6,0,between,50.0,60.0
2023-01-11,60-69,60.0,70.0,7.408629265626132e-12,0.01,0.001,0.01,0.0592,5,0,between,60.0,70.0
2023-01-11,70-79,70.0,80.0,0.0,0.01,0.001,0.01,0.0592,6,0,between,70.0,80.0
2023-01-11,80-89,80.0,90.0,0.0,0.01,0.001,0.01,0.0592,3,0,between,80.0,90.0
2023-01-11,90-99,90.0,100.0,0.0,0.01,0.001,0.01,0.0592,5,0,between,90.0,100.0
2023-01-11,Above 100,100.0,,0.0,0.023415196138988528,0.001,0.01,0.07154198044786944,7,0,above,100.0,
2023-01-12,Below 20,,20.0,0.005211050942750277,0.06119177936605126,0.0013769966642406181,0.016087121715335356,0.10629643701676716,4,0,below,,20.0
2023-01-12,20-29,20.0,30.0,0.31116071893639147,0.2654566239927223,0.27362164619726903,0.23669315391214008,0.2942200940733045,138,0,between,20.0,30.0
2023-01-12,30-39,30.0,40.0,0.6294652338651824,0.6677807813918248,0.6889455222485749,0.6443583188804789,0.6912032439031708,294,1,between,30.0,40.0
2023-01-12,40-49,40.0,50.0,0.054050602210885534,0.01,0.036042166556538136,0.01,0.0592,27,0,between,40.0,50.0
2023-01-12,50-59,50.0,60.0,0.00011239015178654554,0.01,0.001,0.01,0.0592,4,0,between,50.0,60.0
2023-01-12,60-69,60.0,70.0,3.893001809807117e-09,0.01,0.001,0.01,0.0592,9,0,between,60.0,70.0
2023-01-12,70-79,70.0,80.0,1.9984014443252818e-15,0.01018375706342442,0.001,0.01,0.05936905649835047,3,0,between,70.0,80.0
2023-01-12,80-89,80.0,90.0,0.0,0.01,0.001,0.01,0.0592,4,0,between,80.0,90.0
2023-01-12,90-99,90.0,100.0,0.0,0.02366712854269781,0.001,0.01,0.07177375825928199,7,0,between,90.0,100.0
2023-01-12,Above 100,100.0,,0.0,0.01,0.001,0.01,0.0592,6,0,above,100.0,
2023-01-13,Below 20,,20.0,1.470083712732813e-09,0.01,0.001,0.01,0.0592,5,0,below,,20.0
2023-01-13,20-29,20.0,30.0,0.0001292697277524185,0.03069195670791876,0.001460966394333104,0.01,0.07823660017128527,5,0,between,20.0,30.0
2023-01-13,30-39,30.0,40.0,0.0848420519589974,0.15968167527290086,0.360813964387881,0.12245620929473294,0.19690714125106878,47,0,between,30.0,40.0
2023-01-13,40-49,40.0,50.0,0.7333193082888597,0.8239055870364371,0.6261534554639444,0.7879931400735222,0.8598180339993521,392,1,between,40.0,50.0
2023-01-13,50-59,50.0,60.0,0.18099832001896843,0.20512038882178374,0.011571110234663395,0.17153001992752642,0.23871075771604106,100,0,between,50.0,60.0
2023-01-13,60-69,60.0,70.0,0.0007110262089018438,0.07792952403987748,0.001,0.03416388596306767,0.12169516211668728,6,0,between,60.0,70.0
2023-01-13,70-79,70.0,80.0,2.2326431925456802e-08,0.01,0.001,0.01,0.0592,5,0,between,70.0,80.0
2023-01-13,80-89,80.0,90.0,4.551914400963142e-15,0.039261939381248015,0.001,0.01,0.08612098423074818,4,0,between,80.0,90.0
